workerid,proliferate.condition,audio,bias,first,form,image,lbr_after,lbr_before,nameCategory,region,response,response_correct,rt,slide_number,slide_type,trial_id,trial_no,type,word_idx,error
247,pilot,,,Paul,orange,,,,,filler,,1,264,,,groceries,0,practice,9,
247,pilot,,,Paul,juice,,,,,filler,,1,416,,,groceries,0,practice,10,
247,pilot,,,Paul,for,,,,,filler,,1,944,,,groceries,0,practice,11,
247,pilot,,,Paul,breakfast.,,,,,filler,,1,464,,,groceries,0,practice,12,
247,pilot,,,Paul,This,,,,,filler,,1,424,,,computer,0,practice,0,
247,pilot,,,Paul,was,,,,,filler,,1,416,,,computer,0,practice,1,
247,pilot,,,Paul,the,,,,,filler,,1,1224,,,computer,0,practice,2,
247,pilot,,,Paul,worst,,,,,filler,,1,408,,,computer,0,practice,3,
247,pilot,,,Paul,time,,,,,filler,,1,344,,,computer,0,practice,4,
247,pilot,,,Paul,for,,,,,filler,,1,288,,,computer,0,practice,5,
247,pilot,,,Paul,it,,,,,filler,,1,224,,,computer,0,practice,6,
247,pilot,,,Paul,to,,,,,filler,,1,672,,,computer,0,practice,7,
247,pilot,,,Paul,break,,,,,filler,,1,384,,,computer,0,practice,8,
247,pilot,,,Paul,"down,",,,,,filler,,1,232,,,computer,0,practice,9,
247,pilot,,,Paul,as,,,,,filler,,1,352,,,computer,0,practice,10,
247,pilot,,,Paul,David,,,,,name,,1,392,,,computer,0,practice,11,
247,pilot,,,Paul,had,,,,,filler,,1,256,,,computer,0,practice,12,
247,pilot,,,Paul,a,,,,,filler,,1,296,,,computer,0,practice,13,
247,pilot,,,Paul,lot,,,,,filler,,1,288,,,computer,0,practice,14,
247,pilot,,,Paul,of,,,,,filler,,1,272,,,computer,0,practice,15,
247,pilot,,,Paul,work,,,,,filler,,1,256,,,computer,0,practice,16,
247,pilot,,,Paul,to,,,,,filler,,1,424,,,computer,0,practice,17,
247,pilot,,,Paul,do,,,,,filler,,1,240,,,computer,0,practice,18,
247,pilot,,,Paul,the,,,,,filler,,1,360,,,computer,0,practice,19,
247,pilot,,,Paul,next,,,,,filler,,1,352,,,computer,0,practice,20,
247,pilot,,,Paul,day.,,,,,filler,,1,344,,,computer,0,practice,21,
247,pilot,,,Paul,Unfortunately,,,,,filler,,1,536,,,shaving,0,practice,0,
247,pilot,,,Paul,he,,,,,filler,,1,408,,,shaving,0,practice,1,
247,pilot,,,Paul,was,,,,,filler,,1,368,,,shaving,0,practice,2,
247,pilot,,,Paul,out,,,,,filler,,1,456,,,shaving,0,practice,3,
247,pilot,,,Paul,of,,,,,filler,,1,440,,,shaving,0,practice,4,
247,pilot,,,Paul,shaving,,,,,filler,,1,480,,,shaving,0,practice,5,
247,pilot,,,Paul,"cream,",,,,,filler,,1,336,,,shaving,0,practice,6,
247,pilot,,,Paul,so,,,,,filler,,1,304,,,shaving,0,practice,7,
247,pilot,,,Paul,he,,,,,filler,,1,248,,,shaving,0,practice,8,
247,pilot,,,Paul,had,,,,,filler,,1,408,,,shaving,0,practice,9,
247,pilot,,,Paul,to,,,,,filler,,1,208,,,shaving,0,practice,10,
247,pilot,,,Paul,run,,,,,filler,,1,264,,,shaving,0,practice,11,
247,pilot,,,Paul,to,,,,,filler,,1,336,,,shaving,0,practice,12,
247,pilot,,,Paul,the,,,,,filler,,1,312,,,shaving,0,practice,13,
247,pilot,,,Paul,store,,,,,filler,,1,296,,,shaving,0,practice,14,
247,pilot,,,Paul,before,,,,,filler,,1,360,,,shaving,0,practice,15,
247,pilot,,,Paul,shaving.,,,,,filler,,1,424,,,shaving,0,practice,16,
247,pilot,,white,Brad,He,,1,1,white,filler,,1,1120,,,performing,0,critical,0,
247,pilot,,white,Brad,knew,,1,1,white,filler,,1,440,,,performing,0,critical,1,
247,pilot,,white,Brad,that,,1,1,white,filler,,1,352,,,performing,0,critical,2,
247,pilot,,white,Brad,no,,1,1,white,filler,,1,208,,,performing,0,critical,3,
247,pilot,,white,Brad,matter,,1,1,white,filler,,1,488,,,performing,0,critical,4,
247,pilot,,white,Brad,how,,1,1,white,filler,,1,224,,,performing,0,critical,5,
247,pilot,,white,Brad,many,,1,1,white,filler,,1,376,,,performing,0,critical,6,
247,pilot,,white,Brad,times,,1,1,white,filler,,1,232,,,performing,0,critical,7,
247,pilot,,white,Brad,he,,1,1,white,filler,,1,336,,,performing,0,critical,8,
247,pilot,,white,Brad,got,,1,1,white,filler,,1,376,,,performing,0,critical,9,
247,pilot,,white,Brad,on,,1,1,white,filler,,1,344,,,performing,0,critical,10,
247,pilot,,white,Brad,"stage,",,1,1,white,filler,,1,328,,,performing,0,critical,11,
247,pilot,,white,Brad,he,,1,1,white,filler,,1,352,,,performing,0,critical,12,
247,pilot,,white,Brad,would,,1,1,white,filler,,1,376,,,performing,0,critical,13,
247,pilot,,white,Brad,always,,1,1,white,filler,,1,288,,,performing,0,critical,14,
247,pilot,,white,Brad,be,,1,1,white,filler,,1,416,,,performing,0,critical,15,
247,pilot,,white,Brad,nervous,,1,1,white,filler,,1,424,,,performing,0,critical,16,
247,pilot,,white,Brad,to,,1,1,white,filler,,1,224,,,performing,0,critical,17,
247,pilot,,white,Brad,play,,1,1,white,filler,,1,328,,,performing,0,critical,18,
247,pilot,,white,Brad,the,,1,1,white,filler,,1,280,,,performing,0,critical,19,
247,pilot,,white,Brad,tuba,,1,1,white,filler,,1,264,,,performing,0,critical,20,
247,pilot,,white,Brad,in,,1,1,white,filler,,1,328,,,performing,0,critical,21,
247,pilot,,white,Brad,front,,1,1,white,filler,,1,304,,,performing,0,critical,22,
247,pilot,,white,Brad,of,,1,1,white,filler,,1,256,,,performing,0,critical,23,
247,pilot,,white,Brad,an,,1,1,white,filler,,1,264,,,performing,0,critical,24,
247,pilot,,white,Brad,audience.,,1,1,white,filler,,1,464,,,performing,0,critical,25,
247,pilot,,none,Tyree,But,,1,1,black,filler,,1,416,,,blue car,1,filler,0,
247,pilot,,none,Tyree,as,,1,1,black,filler,,1,392,,,blue car,1,filler,1,
247,pilot,,none,Tyree,Tyree,,1,1,black,name,,1,224,,,blue car,1,filler,2,
247,pilot,,none,Tyree,checked,,1,1,black,filler,,1,392,,,blue car,1,filler,3,
247,pilot,,none,Tyree,"around,",,1,1,black,filler,,1,752,,,blue car,1,filler,4,
247,pilot,,none,Tyree,he,,1,1,black,filler,,1,392,,,blue car,1,filler,5,
247,pilot,,none,Tyree,realized,,1,1,black,filler,,1,408,,,blue car,1,filler,6,
247,pilot,,none,Tyree,that,,1,1,black,filler,,1,392,,,blue car,1,filler,7,
247,pilot,,none,Tyree,the,,1,1,black,filler,,1,368,,,blue car,1,filler,8,
247,pilot,,none,Tyree,only,,1,1,black,filler,,1,504,,,blue car,1,filler,9,
247,pilot,,none,Tyree,thing,,1,1,black,filler,,1,432,,,blue car,1,filler,10,
247,pilot,,none,Tyree,missing,,1,1,black,filler,,1,432,,,blue car,1,filler,11,
247,pilot,,none,Tyree,was,,1,1,black,filler,,1,376,,,blue car,1,filler,12,
247,pilot,,none,Tyree,the,,1,1,black,filler,,1,272,,,blue car,1,filler,13,
247,pilot,,none,Tyree,keys,,1,1,black,filler,,1,424,,,blue car,1,filler,14,
247,pilot,,none,Tyree,to,,1,1,black,filler,,1,344,,,blue car,1,filler,15,
247,pilot,,none,Tyree,his,,1,1,black,filler,,1,184,,,blue car,1,filler,16,
247,pilot,,none,Tyree,"car,",,1,1,black,filler,,1,384,,,blue car,1,filler,17,
247,pilot,,none,Tyree,which,,1,1,black,filler,,1,336,,,blue car,1,filler,18,
247,pilot,,none,Tyree,was,,1,1,black,filler,,1,280,,,blue car,1,filler,19,
247,pilot,,none,Tyree,a,,1,1,black,filler,,1,248,,,blue car,1,filler,20,
247,pilot,,none,Tyree,blue,,1,1,black,filler,,1,352,,,blue car,1,filler,21,
247,pilot,,none,Tyree,Toyota.,,1,1,black,filler,,1,440,,,blue car,1,filler,22,
247,pilot,,none,Jack,He,,1,1,white,filler,,1,432,,,gray car,2,filler,0,
247,pilot,,none,Jack,hopped,,1,1,white,filler,,1,472,,,gray car,2,filler,1,
247,pilot,,none,Jack,into,,1,1,white,filler,,1,432,,,gray car,2,filler,2,
247,pilot,,none,Jack,his,,1,1,white,filler,,1,224,,,gray car,2,filler,3,
247,pilot,,none,Jack,"car,",,1,1,white,filler,,1,368,,,gray car,2,filler,4,
247,pilot,,none,Jack,a,,1,1,white,filler,,1,408,,,gray car,2,filler,5,
247,pilot,,none,Jack,gray,,1,1,white,filler,,1,488,,,gray car,2,filler,6,
247,pilot,,none,Jack,"Honda,",,1,1,white,filler,,1,216,,,gray car,2,filler,7,
247,pilot,,none,Jack,to,,1,1,white,filler,,1,328,,,gray car,2,filler,8,
247,pilot,,none,Jack,go,,1,1,white,filler,,1,224,,,gray car,2,filler,9,
247,pilot,,none,Jack,meet,,1,1,white,filler,,1,256,,,gray car,2,filler,10,
247,pilot,,none,Jack,his,,1,1,white,filler,,1,224,,,gray car,2,filler,11,
247,pilot,,none,Jack,friends.,,1,1,white,filler,,1,416,,,gray car,2,filler,12,
247,pilot,,black,Dustin,&quot;I,,1,1,white,filler,,1,448,,,food,3,critical,0,
247,pilot,,black,Dustin,could,,1,1,white,filler,,1,408,,,food,3,critical,1,
247,pilot,,black,Dustin,sure,,1,1,white,filler,,1,288,,,food,3,critical,2,
247,pilot,,black,Dustin,go,,1,1,white,filler,,1,496,,,food,3,critical,3,
247,pilot,,black,Dustin,for,,1,1,white,filler,,1,248,,,food,3,critical,4,
247,pilot,,black,Dustin,some,,1,1,white,filler,,1,248,,,food,3,critical,5,
247,pilot,,black,Dustin,Popeye&rsquo;s,,1,1,white,filler,,1,416,,,food,3,critical,6,
247,pilot,,black,Dustin,right,,1,1,white,filler,,1,296,,,food,3,critical,7,
247,pilot,,black,Dustin,"now,&quot;",,1,1,white,filler,,1,248,,,food,3,critical,8,
247,pilot,,black,Dustin,he,,1,1,white,filler,,1,328,,,food,3,critical,9,
247,pilot,,black,Dustin,thought.,,1,1,white,filler,,1,456,,,food,3,critical,10,
247,pilot,,white,Brett,He,,1,1,white,filler,,1,416,,,lesson,4,critical,0,
247,pilot,,white,Brett,rushed,,1,1,white,filler,,1,392,,,lesson,4,critical,1,
247,pilot,,white,Brett,out,,1,1,white,filler,,1,408,,,lesson,4,critical,2,
247,pilot,,white,Brett,the,,1,1,white,filler,,1,384,,,lesson,4,critical,3,
247,pilot,,white,Brett,door,,1,1,white,filler,,1,288,,,lesson,4,critical,4,
247,pilot,,white,Brett,to,,1,1,white,filler,,1,352,,,lesson,4,critical,5,
247,pilot,,white,Brett,go,,1,1,white,filler,,1,248,,,lesson,4,critical,6,
247,pilot,,white,Brett,pick,,1,1,white,filler,,1,224,,,lesson,4,critical,7,
247,pilot,,white,Brett,up,,1,1,white,filler,,1,368,,,lesson,4,critical,8,
247,pilot,,white,Brett,his,,1,1,white,filler,,1,384,,,lesson,4,critical,9,
247,pilot,,white,Brett,little,,1,1,white,filler,,1,240,,,lesson,4,critical,10,
247,pilot,,white,Brett,brother,,1,1,white,filler,,1,344,,,lesson,4,critical,11,
247,pilot,,white,Brett,from,,1,1,white,filler,,1,248,,,lesson,4,critical,12,
247,pilot,,white,Brett,his,,1,1,white,filler,,1,296,,,lesson,4,critical,13,
247,pilot,,white,Brett,tennis,,1,1,white,filler,,1,256,,,lesson,4,critical,14,
247,pilot,,white,Brett,lesson.,,1,1,white,filler,,1,320,,,lesson,4,critical,15,
247,pilot,,none,Rasheed,&quot;Sarah!,,1,1,black,filler,,1,216,,,sister,5,filler,0,
247,pilot,,none,Rasheed,I&rsquo;m,,1,1,black,filler,,1,800,,,sister,5,filler,1,
247,pilot,,none,Rasheed,sorry,,1,1,black,filler,,1,280,,,sister,5,filler,2,
247,pilot,,none,Rasheed,for,,1,1,black,filler,,1,264,,,sister,5,filler,3,
247,pilot,,none,Rasheed,missing,,1,1,black,filler,,1,400,,,sister,5,filler,4,
247,pilot,,none,Rasheed,your,,1,1,black,filler,,1,376,,,sister,5,filler,5,
247,pilot,,none,Rasheed,messages!&quot;,,1,1,black,filler,,1,232,,,sister,5,filler,6,
247,pilot,,none,Rasheed,he,,1,1,black,filler,,1,384,,,sister,5,filler,7,
247,pilot,,none,Rasheed,"said,",,1,1,black,filler,,1,224,,,sister,5,filler,8,
247,pilot,,none,Rasheed,genuinely,,1,1,black,filler,,1,256,,,sister,5,filler,9,
247,pilot,,none,Rasheed,feeling,,1,1,black,filler,,1,312,,,sister,5,filler,10,
247,pilot,,none,Rasheed,bad.,,1,1,black,filler,,1,296,,,sister,5,filler,11,
247,pilot,,none,Lamont,He,,1,1,black,filler,,1,392,,,dentist,6,filler,0,
247,pilot,,none,Lamont,remembered,,1,1,black,filler,,1,392,,,dentist,6,filler,1,
247,pilot,,none,Lamont,he,,1,1,black,filler,,1,288,,,dentist,6,filler,2,
247,pilot,,none,Lamont,had,,1,1,black,filler,,1,240,,,dentist,6,filler,3,
247,pilot,,none,Lamont,a,,1,1,black,filler,,1,248,,,dentist,6,filler,4,
247,pilot,,none,Lamont,dentist,,1,1,black,filler,,1,352,,,dentist,6,filler,5,
247,pilot,,none,Lamont,appointment,,1,1,black,filler,,1,304,,,dentist,6,filler,6,
247,pilot,,none,Lamont,"today,",,1,1,black,filler,,1,272,,,dentist,6,filler,7,
247,pilot,,none,Lamont,which,,1,1,black,filler,,1,312,,,dentist,6,filler,8,
247,pilot,,none,Lamont,he,,1,1,black,filler,,1,248,,,dentist,6,filler,9,
247,pilot,,none,Lamont,was,,1,1,black,filler,,1,232,,,dentist,6,filler,10,
247,pilot,,none,Lamont,dreading.,,1,1,black,filler,,1,200,,,dentist,6,filler,11,
247,pilot,,black,Lamar,He,,1,1,black,filler,,1,216,,,lazy day,7,critical,0,
247,pilot,,black,Lamar,was,,1,1,black,filler,,1,248,,,lazy day,7,critical,1,
247,pilot,,black,Lamar,looking,,1,1,black,filler,,1,320,,,lazy day,7,critical,2,
247,pilot,,black,Lamar,forward,,1,1,black,filler,,1,224,,,lazy day,7,critical,3,
247,pilot,,black,Lamar,to,,1,1,black,filler,,1,272,,,lazy day,7,critical,4,
247,pilot,,black,Lamar,having,,1,1,black,filler,,1,216,,,lazy day,7,critical,5,
247,pilot,,black,Lamar,the,,1,1,black,filler,,1,200,,,lazy day,7,critical,6,
247,pilot,,black,Lamar,time,,1,1,black,filler,,1,312,,,lazy day,7,critical,7,
247,pilot,,black,Lamar,to,,1,1,black,filler,,1,304,,,lazy day,7,critical,8,
247,pilot,,black,Lamar,rest,,1,1,black,filler,,1,640,,,lazy day,7,critical,9,
247,pilot,,black,Lamar,a,,1,1,black,filler,,1,216,,,lazy day,7,critical,10,
247,pilot,,black,Lamar,lot,,1,1,black,filler,,1,216,,,lazy day,7,critical,11,
247,pilot,,black,Lamar,"today,",,1,1,black,filler,,1,224,,,lazy day,7,critical,12,
247,pilot,,black,Lamar,which,,1,1,black,filler,,1,232,,,lazy day,7,critical,13,
247,pilot,,black,Lamar,he,,1,1,black,filler,,1,288,,,lazy day,7,critical,14,
247,pilot,,black,Lamar,hadn't,,1,1,black,filler,,1,280,,,lazy day,7,critical,15,
247,pilot,,black,Lamar,had,,1,1,black,filler,,1,304,,,lazy day,7,critical,16,
247,pilot,,black,Lamar,the,,1,1,black,filler,,1,200,,,lazy day,7,critical,17,
247,pilot,,black,Lamar,time,,1,1,black,filler,,1,192,,,lazy day,7,critical,18,
247,pilot,,black,Lamar,to,,1,1,black,filler,,1,224,,,lazy day,7,critical,19,
247,pilot,,black,Lamar,in,,1,1,black,filler,,1,248,,,lazy day,7,critical,20,
247,pilot,,black,Lamar,a,,1,1,black,filler,,1,240,,,lazy day,7,critical,21,
247,pilot,,black,Lamar,while.,,1,1,black,filler,,1,200,,,lazy day,7,critical,22,
247,pilot,,white,Jamal,He,,1,1,black,filler,,1,368,,,fancy restaurant,8,critical,0,
247,pilot,,white,Jamal,had,,1,1,black,filler,,1,320,,,fancy restaurant,8,critical,1,
247,pilot,,white,Jamal,made,,1,1,black,filler,,1,256,,,fancy restaurant,8,critical,2,
247,pilot,,white,Jamal,a,,1,1,black,filler,,1,208,,,fancy restaurant,8,critical,3,
247,pilot,,white,Jamal,reservation,,1,1,black,filler,,1,320,,,fancy restaurant,8,critical,4,
247,pilot,,white,Jamal,at,,1,1,black,filler,,1,320,,,fancy restaurant,8,critical,5,
247,pilot,,white,Jamal,Olive,,1,1,black,filler,,1,216,,,fancy restaurant,8,critical,6,
247,pilot,,white,Jamal,"Garden,",,1,1,black,filler,,1,232,,,fancy restaurant,8,critical,7,
247,pilot,,white,Jamal,and,,1,1,black,filler,,1,240,,,fancy restaurant,8,critical,8,
247,pilot,,white,Jamal,was,,1,1,black,filler,,1,224,,,fancy restaurant,8,critical,9,
247,pilot,,white,Jamal,looking,,1,1,black,filler,,1,256,,,fancy restaurant,8,critical,10,
247,pilot,,white,Jamal,forward,,1,1,black,filler,,1,224,,,fancy restaurant,8,critical,11,
247,pilot,,white,Jamal,to,,1,1,black,filler,,1,224,,,fancy restaurant,8,critical,12,
247,pilot,,white,Jamal,taking,,1,1,black,filler,,1,248,,,fancy restaurant,8,critical,13,
247,pilot,,white,Jamal,his,,1,1,black,filler,,1,288,,,fancy restaurant,8,critical,14,
247,pilot,,white,Jamal,partner,,1,1,black,filler,,1,224,,,fancy restaurant,8,critical,15,
247,pilot,,white,Jamal,there.,,1,1,black,filler,,1,336,,,fancy restaurant,8,critical,16,
247,pilot,,none,Kareem,&quot;Wow&quot;,,1,1,black,filler,,1,200,,,friend,9,filler,0,
247,pilot,,none,Kareem,he,,1,1,black,filler,,1,224,,,friend,9,filler,1,
247,pilot,,none,Kareem,"said,",,1,1,black,filler,,1,240,,,friend,9,filler,2,
247,pilot,,none,Kareem,unable,,1,1,black,filler,,1,240,,,friend,9,filler,3,
247,pilot,,none,Kareem,to,,1,1,black,filler,,1,216,,,friend,9,filler,4,
247,pilot,,none,Kareem,believe,,1,1,black,filler,,1,256,,,friend,9,filler,5,
247,pilot,,none,Kareem,it,,1,1,black,filler,,1,264,,,friend,9,filler,6,
247,pilot,,none,Kareem,had,,1,1,black,filler,,1,248,,,friend,9,filler,7,
247,pilot,,none,Kareem,been,,1,1,black,filler,,1,248,,,friend,9,filler,8,
247,pilot,,none,Kareem,so,,1,1,black,filler,,1,216,,,friend,9,filler,9,
247,pilot,,none,Kareem,long,,1,1,black,filler,,1,224,,,friend,9,filler,10,
247,pilot,,none,Kareem,since,,1,1,black,filler,,1,224,,,friend,9,filler,11,
247,pilot,,none,Kareem,he,,1,1,black,filler,,1,208,,,friend,9,filler,12,
247,pilot,,none,Kareem,last,,1,1,black,filler,,1,216,,,friend,9,filler,13,
247,pilot,,none,Kareem,talked,,1,1,black,filler,,1,216,,,friend,9,filler,14,
247,pilot,,none,Kareem,to,,1,1,black,filler,,1,264,,,friend,9,filler,15,
247,pilot,,none,Kareem,his,,1,1,black,filler,,1,264,,,friend,9,filler,16,
247,pilot,,none,Kareem,friend.,,1,1,black,filler,,1,392,,,friend,9,filler,17,
247,pilot,,none,Hunter,He,,1,1,white,filler,,0,408,,,poker,10,filler,0,
247,pilot,,none,Hunter,couldn&rsquo;t,,1,1,white,filler,,0,312,,,poker,10,filler,1,
247,pilot,,none,Hunter,wait,,1,1,white,filler,,0,288,,,poker,10,filler,2,
247,pilot,,none,Hunter,to,,1,1,white,filler,,0,224,,,poker,10,filler,3,
247,pilot,,none,Hunter,beat,,1,1,white,filler,,0,248,,,poker,10,filler,4,
247,pilot,,none,Hunter,them,,1,1,white,filler,,0,240,,,poker,10,filler,5,
247,pilot,,none,Hunter,at,,1,1,white,filler,,0,208,,,poker,10,filler,6,
247,pilot,,none,Hunter,a,,1,1,white,filler,,0,208,,,poker,10,filler,7,
247,pilot,,none,Hunter,game,,1,1,white,filler,,0,240,,,poker,10,filler,8,
247,pilot,,none,Hunter,of,,1,1,white,filler,,0,232,,,poker,10,filler,9,
247,pilot,,none,Hunter,poker,,1,1,white,filler,,0,216,,,poker,10,filler,10,
247,pilot,,none,Hunter,again.,,1,1,white,filler,,0,240,,,poker,10,filler,11,
247,pilot,,black,Peter,He,,1,1,white,filler,,1,368,,,park,11,critical,0,
247,pilot,,black,Peter,remembered,,1,1,white,filler,,1,232,,,park,11,critical,1,
247,pilot,,black,Peter,going,,1,1,white,filler,,1,272,,,park,11,critical,2,
247,pilot,,black,Peter,to,,1,1,white,filler,,1,224,,,park,11,critical,3,
247,pilot,,black,Peter,that,,1,1,white,filler,,1,232,,,park,11,critical,4,
247,pilot,,black,Peter,same,,1,1,white,filler,,1,240,,,park,11,critical,5,
247,pilot,,black,Peter,park,,1,1,white,filler,,1,272,,,park,11,critical,6,
247,pilot,,black,Peter,as,,1,1,white,filler,,1,2184,,,park,11,critical,7,
247,pilot,,black,Peter,a,,1,1,white,filler,,1,208,,,park,11,critical,8,
247,pilot,,black,Peter,kid,,1,1,white,filler,,1,216,,,park,11,critical,9,
247,pilot,,black,Peter,after,,1,1,white,filler,,1,240,,,park,11,critical,10,
247,pilot,,black,Peter,school,,1,1,white,filler,,1,216,,,park,11,critical,11,
247,pilot,,black,Peter,and,,1,1,white,filler,,1,208,,,park,11,critical,12,
247,pilot,,black,Peter,shooting,,1,1,white,filler,,1,208,,,park,11,critical,13,
247,pilot,,black,Peter,hoops,,1,1,white,filler,,1,192,,,park,11,critical,14,
247,pilot,,black,Peter,with,,1,1,white,filler,,1,232,,,park,11,critical,15,
247,pilot,,black,Peter,his,,1,1,white,filler,,1,216,,,park,11,critical,16,
247,pilot,,black,Peter,friends.,,1,1,white,filler,,1,208,,,park,11,critical,17,
247,pilot,,none,Ethan,He,,1,1,white,filler,,1,216,,,driving,12,filler,0,
247,pilot,,none,Ethan,did,,1,1,white,filler,,1,264,,,driving,12,filler,1,
247,pilot,,none,Ethan,not,,1,1,white,filler,,1,224,,,driving,12,filler,2,
247,pilot,,none,Ethan,expect,,1,1,white,filler,,1,208,,,driving,12,filler,3,
247,pilot,,none,Ethan,to,,1,1,white,filler,,1,208,,,driving,12,filler,4,
247,pilot,,none,Ethan,see,,1,1,white,filler,,1,208,,,driving,12,filler,5,
247,pilot,,none,Ethan,a,,1,1,white,filler,,1,216,,,driving,12,filler,6,
247,pilot,,none,Ethan,deer,,1,1,white,filler,,1,192,,,driving,12,filler,7,
247,pilot,,none,Ethan,run,,1,1,white,filler,,1,200,,,driving,12,filler,8,
247,pilot,,none,Ethan,across,,1,1,white,filler,,1,200,,,driving,12,filler,9,
247,pilot,,none,Ethan,the,,1,1,white,filler,,1,208,,,driving,12,filler,10,
247,pilot,,none,Ethan,road,,1,1,white,filler,,1,208,,,driving,12,filler,11,
247,pilot,,none,Ethan,in,,1,1,white,filler,,1,208,,,driving,12,filler,12,
247,pilot,,none,Ethan,front,,1,1,white,filler,,1,224,,,driving,12,filler,13,
247,pilot,,none,Ethan,of,,1,1,white,filler,,1,248,,,driving,12,filler,14,
247,pilot,,none,Ethan,him.,,1,1,white,filler,,1,688,,,driving,12,filler,15,
247,pilot,,none,Ian,It,,1,1,white,filler,,1,200,,,job,13,filler,0,
247,pilot,,none,Ian,was,,1,1,white,filler,,1,208,,,job,13,filler,1,
247,pilot,,none,Ian,going,,1,1,white,filler,,1,224,,,job,13,filler,2,
247,pilot,,none,Ian,to,,1,1,white,filler,,1,208,,,job,13,filler,3,
247,pilot,,none,Ian,be,,1,1,white,filler,,1,232,,,job,13,filler,4,
247,pilot,,none,Ian,a,,1,1,white,filler,,1,216,,,job,13,filler,5,
247,pilot,,none,Ian,long,,1,1,white,filler,,1,200,,,job,13,filler,6,
247,pilot,,none,Ian,day,,1,1,white,filler,,1,200,,,job,13,filler,7,
247,pilot,,none,Ian,at,,1,1,white,filler,,1,184,,,job,13,filler,8,
247,pilot,,none,Ian,the,,1,1,white,filler,,1,200,,,job,13,filler,9,
247,pilot,,none,Ian,office,,1,1,white,filler,,1,208,,,job,13,filler,10,
247,pilot,,none,Ian,"tomorrow,",,1,1,white,filler,,1,208,,,job,13,filler,11,
247,pilot,,none,Ian,and,,1,1,white,filler,,1,208,,,job,13,filler,12,
247,pilot,,none,Ian,he,,1,1,white,filler,,1,224,,,job,13,filler,13,
247,pilot,,none,Ian,knew,,1,1,white,filler,,1,192,,,job,13,filler,14,
247,pilot,,none,Ian,that,,1,1,white,filler,,1,208,,,job,13,filler,15,
247,pilot,,none,Ian,without,,1,1,white,filler,,1,184,,,job,13,filler,16,
247,pilot,,none,Ian,eight,,1,1,white,filler,,1,200,,,job,13,filler,17,
247,pilot,,none,Ian,hours,,1,1,white,filler,,1,248,,,job,13,filler,18,
247,pilot,,none,Ian,of,,1,1,white,filler,,1,200,,,job,13,filler,19,
247,pilot,,none,Ian,sleep,,1,1,white,filler,,1,208,,,job,13,filler,20,
247,pilot,,none,Ian,he,,1,1,white,filler,,1,208,,,job,13,filler,21,
247,pilot,,none,Ian,would,,1,1,white,filler,,1,208,,,job,13,filler,22,
247,pilot,,none,Ian,get,,1,1,white,filler,,1,208,,,job,13,filler,23,
247,pilot,,none,Ian,really,,1,1,white,filler,,1,216,,,job,13,filler,24,
247,pilot,,none,Ian,tired,,1,1,white,filler,,1,208,,,job,13,filler,25,
247,pilot,,none,Ian,on,,1,1,white,filler,,1,232,,,job,13,filler,26,
247,pilot,,none,Ian,the,,1,1,white,filler,,1,208,,,job,13,filler,27,
247,pilot,,none,Ian,job.,,1,1,white,filler,,1,224,,,job,13,filler,28,
247,pilot,,none,Paul,&quot;Hopefully,,1,1,white,filler,,0,200,,,debate,14,filler,0,
247,pilot,,none,Paul,my,,1,1,white,filler,,0,184,,,debate,14,filler,1,
