workerid,proliferate.condition,audio,first,image,list,response,seconds_elapsed,slide_number,slide_type,story,tag,trial_num,type,catch_trials,condition,subject_information.affiliation,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.problems,subject_information.race,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
24,pilot,,Hakeem,,1,Children,9.427,,,driving,driving,17,filler,[],1,1,27,Yes,,3,1,Yes,Female,English,No,White,Chrome,Mac,1440,2560,4.710966666666667,
19,pilot,,,Margaret,,"[0, 'Margaret']",,1,bot_check,,,,,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Cody,,2,Chili's,30.304,,,fancy restaurant,poor,0,critical,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Hakeem,,2,basketball,8.442,,,game with friends,sports,1,critical,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Trevon,,2,soccer,12.172,,,park,sports,2,critical,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Ian,,2,office,7.802,,,job,work,3,filler,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Deandre,,2,piano,7.603,,,lesson,jazz,4,critical,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Tremayne,,2,stuffed animal,15.636,,,lost item,item,5,filler,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Roger,,2,a deer,6.207,,,driving,driving,6,filler,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Logan,,2,rap,12.759,,,radio,genre,7,critical,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Lamar,,2,Hey! It's been a while man!,25.276,,,friend,names,8,filler,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Tyree,,2,Avengers Endgame,12.207,,,movies,movie,9,filler,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Marquis,,2,vodka,11.18,,,alcohol,food,10,filler,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Brett,,2,Ashley,18.285,,,sister,names,11,filler,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Rasheed,,2,knife,13.995,,,B&D,weapon,12,filler,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Dustin,,2,watermelon,10.773,,,fruit,watermelon,13,critical,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Deshawn,,2,loud noises,38.36,,,sleep,neighborhood,14,filler,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Hunter,,2,doctors,7.553,,,appointment,appointment,15,filler,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Peter,,2,sedan,8.172,,,blue car,poor,16,critical,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
19,pilot,,Lamont,,2,50,6.264,,,test,academic,17,critical,[],2,0,19,No,,2,1,$1,Female,Telugu,No,Asian,Chrome,Mac,900,1440,5.08255,
21,pilot,,,Jessica,,"[0, 'Jessica']",,1,bot_check,,,,,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Rasheed,,1,hospital ,306.546,,,job,work,0,filler,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Jack,,1,hospital ,306.546,,,sister,names,1,filler,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Tyree,,1,hospital ,306.546,,,gray car,poor,2,critical,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Ethan,,1,hospital ,306.546,,,food,fast food,3,critical,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Brett,,1,hospital ,306.546,,,lazy day,lazy,4,critical,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Lamont,,1,hospital ,306.546,,,movies,movie,5,filler,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Ian,,1,hospital ,306.546,,,genre,jazz,6,critical,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Brad,,1,hospital ,306.546,,,alcohol,food,7,filler,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Logan,,1,hospital ,306.546,,,performing,jazz,8,critical,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Connor,,1,hospital ,306.546,,,friend,names,9,filler,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Cody,,1,hospital ,306.546,,,B&D,weapon,10,filler,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Tyrone,,1,hospital ,306.546,,,practice,sports,11,critical,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Hunter,,1,hospital ,306.546,,,restaurant,fast food,12,critical,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Jamal,,1,hospital ,306.546,,,appointment,appointment,13,filler,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Deandre,,1,hospital ,306.546,,,sleep,neighborhood,14,filler,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Deion,,1,hospital ,306.546,,,high school team,sports,15,critical,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Lamar,,1,hospital ,306.546,,,driving,driving,16,filler,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
21,pilot,,Kareem,,1,hospital ,306.546,,,lost item,item,17,filler,[],1,0,59,Yes,None,4,2,5$,Female,Hindi,The Continue button didn't work on the first page,Asian,Chrome,Windows,900,1600,13.174083333333334,
